group_id,assigned_split,group_size,canonical_image,canonical_label,source_image,source_split,numeric_id,numeric_block,sha256,dhash,person_boxes,helmet_boxes,safety_vest_boxes,is_negative,image_transfer,label_transfer
group_0001,test,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image119.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image119.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image119.jpg,train,119,5,f15941ab559a38a9d89af3a2a0032ba14e4860cea6da3377e75eeac89fe5a746,c3c0327a52929c5c,3,3,3,False,hardlink,hardlink
group_0001,test,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/val__image115.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/val__image115.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/val/image115.jpg,val,115,5,a9b7c0e0bbaeed008b0fabe5ea67457f7924838ce5e5c28e964e43a416117078,ccccccc4c4e4ccd4,1,1,1,False,hardlink,hardlink
group_0001,test,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/val__image117.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/val__image117.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/val/image117.jpg,val,117,5,7599316f243b98c048997568b9e450fe5ef9f533c99ecf617096519d1e51c36b,00737ce4c3d2f200,10,10,9,False,hardlink,hardlink
group_0001,test,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/test__image110.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/test__image110.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/test/image110.jpg,test,110,5,ae0ec0d11b3a028cb284aea9af2f9bdbe3abf8eaacecfd8d6fdbb4beb09f1663,0000f0e0e0d80c20,3,2,3,False,hardlink,hardlink
group_0001,test,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/test__image116.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/test__image116.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/test/image116.jpg,test,116,5,4c51d70924d06f97109d2f18dca18b5bf671b44b2e7657929e86960ea0ad90a7,868eb6b6f2caace4,4,4,4,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1000.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1000.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1000.jpeg,train,1000,50,d16cc2100b49135d7722063a23d24ff29a0e90ad6c9a4e757ca655a0d574ef66,00c649ccc4454600,1,1,0,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1001.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1001.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1001.jpg,train,1001,50,343e0ff03dfcac5b17cdf5a79375773737bf1812fa782751d5a507bd5b067ca6,2d0e9e9d8c1e990c,1,1,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1002.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1002.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1002.jpg,train,1002,50,81b89f79a61244aa09ea58922934390cd5706e8e7a2ac0cf9a5235716b3ce06f,989a9b989f899492,1,1,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1004.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1004.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1004.jpg,train,1004,50,292b40524edcb6ea55d02265464a31f9b40f96e915947bc25b35b66458bc1ee8,9c9a8b98de8d9492,1,1,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1005.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1005.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1005.jpeg,train,1005,50,13370ec005b3c83571dfdcf4bc865d5db05b8f81d9139ab22c5c4f5e00837b29,d4d0a4acaceaf898,2,0,2,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1006.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1006.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1006.jpg,train,1006,50,0a23a6487f2e169b3ce0b92ffa705618d7b24fb540b6067de7538191595c968f,d0e8c830304c4d0c,1,1,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1008.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1008.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1008.jpeg,train,1008,50,25e10ae920bea4fdd8b2322b9a99ed1b5b9a79c70251355c582341aa9291dfed,ccdcccccd6d6cccc,1,1,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1011.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1011.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1011.jpg,train,1011,50,6f5df94c6c8aaa63ec04cbe6c4c36a729a61f8d6b09a381fe5233f64535faaea,8c8cc78e4c8d8492,1,1,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1012.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1012.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1012.jpg,train,1012,50,63cbd0f6762f4ed5434ecad5bcc7b5355d994d8d8b45329b98d7a0e7f714cf5f,181cd74ecd8f8482,1,1,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1013.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1013.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1013.jpg,train,1013,50,6ae65c8187e9e2c6a15aca878a148edecdb95042fe16eb5a45c59a551ae8b236,103c974fcd87848a,1,1,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1015.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1015.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1015.jpg,train,1015,50,3fc956ea7fff82a7671c85f0d1c21ac82dfcceb3d361c8662a9eb70638d82a11,c4cc1e9f8c8e0c06,1,1,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1016.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1016.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1016.jpeg,train,1016,50,9b3324bacf8ae55c7ceaec5f6c81dbba350d8fb284d92f6101442f288671d3e2,f0f0d4c4c4f0f0e0,2,2,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1017.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1017.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1017.jpg,train,1017,50,0ae70f75ae50a611fd374198ccc52c54f904739a15ebf94719a90108f18d9509,84cc9e9e9c9a0c26,1,1,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1018.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1018.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1018.jpg,train,1018,50,a8c5def3bb825301e1cf4922f3062f2faa5dc2bca0c5b37fd78e06dcda18beea,81cd9e9c4c5a4c26,1,1,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/val__image1010.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/val__image1010.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/val/image1010.jpg,val,1010,50,3dedf259abe74f2659fb7861650a911c2bab608091954f089961e36465be5c34,8c8cc78e4c8d8492,1,1,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/test__image1003.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/test__image1003.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/test/image1003.jpg,test,1003,50,132e642eeaa562bab24041d09be4826644b2a3b3e09d47a72e45596a0bdc6fd1,9c9a9b9a9f899492,1,1,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/test__image1007.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/test__image1007.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/test/image1007.jpg,test,1007,50,ae8c8e6d469d0d97b0ed1cbb23f877c678255ef115f6d8a54bd563ffafef51e7,8c8ecbcc4e8d8492,1,1,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/test__image1009.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/test__image1009.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/test/image1009.jpg,test,1009,50,6e18fcd07f54e1957cd224f0b50620fc5854c158e2cdc036ea1f457ead1e2949,090b0b0a8e87061e,1,1,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/test__image1014.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/test__image1014.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/test/image1014.jpg,test,1014,50,78d9ba7fc58a93e0bbbfc6bb6277071654809fa960960951b9b32327290b672b,62681d9ecc4d0486,1,1,1,False,hardlink,hardlink
group_0002,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/test__image1019.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/test__image1019.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/test/image1019.jpg,test,1019,50,8e8d10e08fd6294ebd35112209d2c26981f96019766eada244a2ccd4517fbc66,89c99c9e4d1a5826,1,1,1,False,hardlink,hardlink
group_0003,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1020.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1020.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1020.jpg,train,1020,51,fb352313cf96b536509ea8e2de1652cf59830c2ea0c6c476a79d624126d9bafa,99c99c9e4d4c4d26,1,1,1,False,hardlink,hardlink
group_0003,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1021.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1021.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1021.jpg,train,1021,51,d50203d428449d130b3b86b4b9e0745ff4f0691d31f1b60eafdc9d50891e9066,6cc7c62626072426,1,1,1,False,hardlink,hardlink
group_0003,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1022.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1022.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1022.jpg,train,1022,51,9428458af71b0dda0fcd1405ffb067b9815cca268ebdc57f56033f23faf83057,6cc7962626072426,1,1,1,False,hardlink,hardlink
group_0003,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1024.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1024.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1024.jpeg,train,1024,51,ac5590a82cb2f80db5e46528dc11a2c4236404f16d094a10f8d6b5ec172f1ff4,002d393aaf3b6100,2,7,7,False,hardlink,hardlink
group_0003,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1025.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1025.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1025.jpg,train,1025,51,0f78d21a9fc985d6aa200e59f6cda9e0481e732b6c9e3b59917157d8676f47b0,010313129a8f0e0e,1,1,1,False,hardlink,hardlink
group_0003,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1026.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1026.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1026.jpg,train,1026,51,12a400dfeb3ff3aa8d5277cb439535938052f6077581867ac0c3b9ca81498ff8,4cc7c60fad8796d1,1,1,1,False,hardlink,hardlink
group_0003,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1027.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1027.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1027.jpg,train,1027,51,6849ee5f1394d660450a7338e5a046df0540743d6022ae4cab24b6e520dd1c98,4cc7c60fa5868a91,1,1,1,False,hardlink,hardlink
group_0003,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1028.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1028.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1028.jpg,train,1028,51,ebd5928fe542a1739c318dcaede0de6fb3ed1ef053c9ed8ea0dcf40d77e53daa,6ccfc6068f4edbc9,1,1,1,False,hardlink,hardlink
group_0003,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1029.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1029.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1029.jpg,train,1029,51,03bae05645d63b4f6d76678d194af10fc8f71da1ba4ce77c700df2977a3f6dee,6cc7c60686664f4c,1,1,1,False,hardlink,hardlink
group_0003,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1030.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1030.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1030.jpg,train,1030,51,8b49d49680065cbe2b76c96d596199e433d7b5c42d8aefee72a567b3e928ce58,66c7c30e86276d64,1,1,1,False,hardlink,hardlink
group_0003,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1031.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1031.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1031.jpg,train,1031,51,cfaf45ced0656b052a1a17696b9c3a2cf0d2cd92e3793d8c0925edc716b866b5,66c7c30e86276d26,1,1,1,False,hardlink,hardlink
group_0003,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1032.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1032.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1032.jpg,train,1032,51,a7708734d18d64253e9cff97298e9b61ba5a985e1a336a0cfa7807f61ee1ad0e,66c7cb0b860f0426,1,1,1,False,hardlink,hardlink
group_0003,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1033.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1033.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1033.jpg,train,1033,51,8e612ecd9abe061fb131b634064a164a0fab6c538bfab02e5aa50c354c9fdd1f,66c7cb0bcf070426,1,1,1,False,hardlink,hardlink
group_0003,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1034.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1034.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1034.jpg,train,1034,51,eeaa8cbdbe40a5fc281933e9573025c02b335e1227f4adc079711a35143a2c36,66c7cb0bcf071426,1,1,1,False,hardlink,hardlink
group_0003,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1035.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1035.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1035.jpeg,train,1035,51,f32c1b3ad7a42728e310ffabb9c995163222f1c02efb48418cf91603048e7952,00c1683777cf8d00,6,0,6,False,hardlink,hardlink
group_0003,train,20,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image1036.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image1036.txt,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1036.jpg,train,1036,51,a014d01ecd6ab693a8c6b2bf91e59f2bd03418abf8ce35a9e924aace732a2e9e,a4c969ad2f7e9e94,3,2,1,False,hardlink,hardlink
