split,image_key,image_path,label_path,image_valid,image_error,width,height,mode,sha256,dhash,valid_box_count,invalid_line_count,class_ids,min_box_area_at_640
train,image1017,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1017.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1017.txt,True,,640,640,RGB,0ae70f75ae50a611fd374198ccc52c54f904739a15ebf94719a90108f18d9509,84cc9e9e9c9a0c26,8,0,"0,1,2,3,4,6",2732.1252863999994
train,image1018,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1018.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1018.txt,True,,640,640,RGB,a8c5def3bb825301e1cf4922f3062f2faa5dc2bca0c5b37fd78e06dcda18beea,81cd9e9c4c5a4c26,8,0,"0,1,2,3,4,6",3384.8937824256
train,image102,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image102.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image102.txt,True,,640,640,RGB,158d5b3f3355f7f937e43a3879f3fe77e0b4384b6b70480c42ffa2edcdb41b23,05031316928f0e1e,5,0,"0,1,2,6",2099.8569136128003
train,image1020,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1020.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1020.txt,True,,640,640,RGB,fb352313cf96b536509ea8e2de1652cf59830c2ea0c6c476a79d624126d9bafa,99c99c9e4d4c4d26,8,0,"0,1,2,3,4,6",2836.9371807744
train,image1021,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1021.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1021.txt,True,,640,640,RGB,d50203d428449d130b3b86b4b9e0745ff4f0691d31f1b60eafdc9d50891e9066,6cc7c62626072426,7,0,"0,1,2,3,4,6",2528.6537560064003
train,image1022,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1022.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1022.txt,True,,640,640,RGB,9428458af71b0dda0fcd1405ffb067b9815cca268ebdc57f56033f23faf83057,6cc7962626072426,7,0,"0,1,2,3,4,6",3650.7671543807996
train,image1024,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1024.jpeg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1024.txt,True,,640,640,RGB,ac5590a82cb2f80db5e46528dc11a2c4236404f16d094a10f8d6b5ec172f1ff4,002d393aaf3b6100,18,0,"0,1,2,6",836.4669616128
train,image1025,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1025.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1025.txt,True,,640,640,RGB,0f78d21a9fc985d6aa200e59f6cda9e0481e732b6c9e3b59917157d8676f47b0,010313129a8f0e0e,5,0,"0,1,2,6",1554.1789704192
train,image1026,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1026.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1026.txt,True,,640,640,RGB,12a400dfeb3ff3aa8d5277cb439535938052f6077581867ac0c3b9ca81498ff8,4cc7c60fad8796d1,8,0,"0,1,2,3,4,6",2276.6207999999997
train,image1027,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1027.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1027.txt,True,,640,640,RGB,6849ee5f1394d660450a7338e5a046df0540743d6022ae4cab24b6e520dd1c98,4cc7c60fa5868a91,8,0,"0,1,2,3,4,6",3031.5359231999996
train,image1028,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1028.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1028.txt,True,,640,640,RGB,ebd5928fe542a1739c318dcaede0de6fb3ed1ef053c9ed8ea0dcf40d77e53daa,6ccfc6068f4edbc9,8,0,"0,1,2,3,4,6",2101.5727951872004
train,image1029,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1029.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1029.txt,True,,640,640,RGB,03bae05645d63b4f6d76678d194af10fc8f71da1ba4ce77c700df2977a3f6dee,6cc7c60686664f4c,8,0,"0,1,2,3,4,6",3151.5333279744
train,image103,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image103.jpeg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image103.txt,True,,640,640,RGB,223604f303e51304f0e21aa394a28fc1b3f8cb40a15828028988516f43d035ae,007272e366586a00,2,0,"2,6",14875.3205264384
train,image1030,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1030.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1030.txt,True,,640,640,RGB,8b49d49680065cbe2b76c96d596199e433d7b5c42d8aefee72a567b3e928ce58,66c7c30e86276d64,8,0,"0,1,2,3,4,6",3239.5495919615996
train,image1031,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1031.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1031.txt,True,,640,640,RGB,cfaf45ced0656b052a1a17696b9c3a2cf0d2cd92e3793d8c0925edc716b866b5,66c7c30e86276d26,8,0,"0,1,2,3,4,6",3777.190912
train,image1032,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1032.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1032.txt,True,,640,640,RGB,a7708734d18d64253e9cff97298e9b61ba5a985e1a336a0cfa7807f61ee1ad0e,66c7cb0b860f0426,8,0,"0,1,2,3,4,6",3142.5995776
train,image1033,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1033.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1033.txt,True,,640,640,RGB,8e612ecd9abe061fb131b634064a164a0fab6c538bfab02e5aa50c354c9fdd1f,66c7cb0bcf070426,8,0,"0,1,2,3,4,6",2570.9856096256003
train,image1034,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1034.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1034.txt,True,,640,640,RGB,eeaa8cbdbe40a5fc281933e9573025c02b335e1227f4adc079711a35143a2c36,66c7cb0bcf071426,8,0,"0,1,2,3,4,6",3128.9766920192
train,image1035,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1035.jpeg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1035.txt,True,,640,640,RGB,f32c1b3ad7a42728e310ffabb9c995163222f1c02efb48418cf91603048e7952,00c1683777cf8d00,12,0,"2,6",993.0641072128001
train,image1036,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1036.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1036.txt,True,,640,640,RGB,a014d01ecd6ab693a8c6b2bf91e59f2bd03418abf8ce35a9e924aace732a2e9e,a4c969ad2f7e9e94,6,0,"0,2,6",13087.1523999744
train,image1038,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1038.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1038.txt,True,,640,640,RGB,b9a1ac94bcd69aace085e7cbc11e1e63a2d1b69a21face415a05dc12733764ca,01031312928f0e0e,5,0,"0,1,2,6",2059.4149896192002
train,image1039,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1039.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1039.txt,True,,640,640,RGB,b316a9aa0da1d5420a8281b3a4fb040374fd2e583df8e7f2ed7814a149e16119,0d9b06cf4f468626,8,0,"0,1,2,3,4,6",3524.6792687616
train,image104,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image104.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image104.txt,True,,640,640,RGB,db20330f9e7306f6d4d50d0e1f6d7763efb3f84c418f03c37d4c28dd80836278,1b37174c4d84a666,8,0,"0,1,2,3,4,6",2007.3950216192
train,image1040,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1040.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1040.txt,True,,640,640,RGB,cac47902c35d50812177bdd254c12ee7220f8a3e68781aedd7dc6ab6bf79afaa,0d8f87cf4f468622,8,0,"0,1,2,3,4,6",3908.8102232064
train,image1041,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1041.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1041.txt,True,,640,640,RGB,e8f2793df6daf3d024d501adb3b71168ad2842a523efcc5de9d3d82cee1436dc,048d87cf860682b2,8,0,"0,1,2,3,4,6",2979.2099663872
train,image1042,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1042.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1042.txt,True,,640,640,RGB,c09416f14840594bb450793cd6f370f66030578486199a21e6d9da42901ff35c,048d87cf860682b2,8,0,"0,1,2,3,4,6",4902.3889440768
train,image1043,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1043.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1043.txt,True,,640,640,RGB,a65447b52c0897604c80f1af88a6eb2ce0104c7523280e6205db3936dcfd5dab,0d9f9bc70b4b8ab2,8,0,"0,1,2,3,4,6",4219.8368223232
train,image1044,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1044.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1044.txt,True,,640,640,RGB,4cfc0a4a2961ead666a25045403c4f5e9830f67a63fad067b930e1e35ebacef3,0f9b89a7234b82b2,8,0,"0,1,2,3,4,6",3210.2182232064
train,image1045,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1045.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1045.txt,True,,640,640,RGB,6e70135a59994f7a2c3b697f1647c9da8003ad9017a46afeec1f1c26c3238e5c,0f8b8da7274b82b2,8,0,"0,1,2,3,4,6",2989.0830864384
train,image1047,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1047.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1047.txt,True,,640,640,RGB,af10ef307c37161f64f05a07703bae9b5d40aee76aeb5e440d863dd71ccebec7,0d1d36164f4d9626,8,0,"0,1,2,3,4,6",2819.1461408767996
train,image1048,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1048.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1048.txt,True,,640,640,RGB,f9923424b079996ca4df481a35fdc4f1c92ac6c80a707a5d6b0b57635bf3f7c5,4d1d36164f4d9626,8,0,"0,1,2,3,4,6",3316.1396576255997
train,image105,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image105.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image105.txt,True,,640,640,RGB,f96da2f7f0b42ea45106db6ddc452fa487e74d697ad950b8c306a4627a161973,0b17174e4dc6b627,8,0,"0,1,2,3,4,6",3049.6053215232
train,image1050,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1050.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1050.txt,True,,640,640,RGB,8ab33fa35ebb08ddacbd53d131adf66152645ef6970c97a172828c5bce1487d6,4d1d16164f4d96a6,8,0,"0,1,2,3,4,6",4326.6655727616
train,image1051,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1051.jpeg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1051.txt,True,,640,640,RGB,a5ffbe42109f7f5009878d4dbf88a295456b21823a866b7013483ad32ee149ad,1171705846467614,29,0,"0,2,6",1109.8770096128
train,image1052,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1052.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1052.txt,True,,640,640,RGB,08f68636630a72f47c7c4981c2498915f9c88548fba9675494b6c85907e10a2b,0f1937164f4d96a6,8,0,"0,1,2,3,4,6",2821.1442352128
train,image1053,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1053.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1053.txt,True,,640,640,RGB,b8070ace7b10398bc1a316b4545bd9889a06184aa2e2025d593b97736f99af8a,9b1b37170f4d96a6,8,0,"0,1,2,3,4,6",2780.9403568128
train,image1054,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1054.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1054.txt,True,,640,640,RGB,12b3c011d64641600ba35d66148622f0d71af2c5d43d6929587d469aec310ff1,9b3b25970f4d96b6,8,0,"0,1,2,3,4,6",3715.2435208192005
train,image1056,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1056.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1056.txt,True,,640,640,RGB,4480b9289336b188596ecfb4c98db89d42bfb0625ba4346e8dbeee669fc4aa1d,3e6f66259d9f9cb6,8,0,"0,1,2,3,4,6",2635.4020360192
train,image1058,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1058.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1058.txt,True,,640,640,RGB,dd9cbd2ebecece0e24167c5f6b63ccb3e92900255cc9c4ba42aa351fea62a4c2,6ccf96268d9f9cb6,8,0,"0,1,2,3,4,6",3578.6450239488004
train,image1059,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1059.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1059.txt,True,,640,640,RGB,325c593a3b579918bc8a06f698b4fb77c8d270ab870188af3cb226708bf943ec,6ccf96368d8f9cb2,8,0,"0,1,2,3,4,6",3602.8691488768
train,image106,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image106.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image106.txt,True,,640,640,RGB,668ea63e4916a7fb63b6438240755dc64d3d113bc91f0ac3cd480057452871e3,1b392d0c4dc4b627,8,0,"0,1,2,3,4,6",2282.8307800064003
train,image1060,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1060.jpeg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1060.txt,True,,640,640,RGB,de25471488870d37f099bda86b72173094d071eab656a06ea082d77f6ff120b1,0303161212130111,8,0,"0,1,2,6",1164.4718247936
train,image1061,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1061.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1061.txt,True,,640,640,RGB,1e8287642e95df1debb635cf907083c0def012561130f39e367721f7a1d0a8a0,6ccf96368f8d96b2,8,0,"0,1,2,3,4,6",3073.0911719423993
train,image1062,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1062.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1062.txt,True,,640,640,RGB,c076e83a3fcb8b93200ec6bbdb24ffaf8f29245f79f9451345cdadc234a1d2f3,6ccf96168f8d9692,8,0,"0,1,2,3,4,6",3497.0138591232003
train,image1063,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1063.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1063.txt,True,,640,640,RGB,385436486959eca02f27d8c29862386aa788d032f35a37809376f782617e0096,4ccd9253c746cbc9,8,0,"0,1,2,3,4,6",3388.5786783743997
train,image1064,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1064.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1064.txt,True,,640,640,RGB,37c95ef824cfae54db349877d8d48ec9064b67ffec63ce9d075fe140487f75b5,a92c16934e8f8fc9,8,0,"0,1,2,3,4,6",3213.0759688192
train,image1066,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1066.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1066.txt,True,,640,640,RGB,fd8616842d07d45e08223f18e8d3a4170c3fdf7655ff7a05596259274ec65b7b,8ecb97974f4f8fcc,8,0,"0,1,2,3,4,6",3827.9152127999996
train,image1067,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1067.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1067.txt,True,,640,640,RGB,85ff97c0a72a4f22edbceb961aae8ce913149d6d910fc842fc26d2ebca817c22,8fcfb7974f4d8fcc,8,0,"0,1,2,3,4,6",3810.4386895872
train,image1068,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1068.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1068.txt,True,,640,640,RGB,62f343321b518f2fced0cbe942ed41501a3894392fe36e18a2e6ba4ff736d09b,0f0fb797cf4d8fcc,8,0,"0,1,2,3,4,6",3538.5206112256005
train,image1069,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1069.jpeg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1069.txt,True,,640,640,RGB,7e97fac288aa832c9c85eb2eb4492d4843e24064b4ddbfa76b802e2700dc2f83,929288985880a424,4,0,"2,3,6",1137.9889127423999
train,image107,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image107.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image107.txt,True,,640,640,RGB,98ed63e1f06c5dd619224d5c487799744f7d4860c875ee8e2c91c8e18d769d91,d8e93190c5e42c28,2,0,"2,6",81532.57468805119
train,image1070,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1070.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1070.txt,True,,640,640,RGB,27b0eae35421c85024a035aa933d4193316395321423bc97cd3953906128e3a9,0d0e3617cf4d8fcc,8,0,"0,1,2,3,4,6",2477.7166159872004
train,image1071,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1071.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1071.txt,True,,640,640,RGB,87b01c73f07fc0458f92f6f43b9aee6cc69864ca666e930d62903044d98d9b34,0d0e1613c64f8fcf,8,0,"0,1,2,3,4,6",3428.1531224063997
train,image1073,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image1073.jpg,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/labels/train/image1073.txt,True,,640,640,RGB,64562b30159a955a2cf3b0c21a4eedd3ee6e8790b829a422e144f9b34d736d6c,0c4b97964e4d0fcf,8,0,"0,1,2,3,4,6",6060.347306393601
