reviewed_group_id,assigned_split,group_size,source_image,canonical_image,canonical_label,person_boxes,helmet_boxes,safety_vest_boxes,is_negative,dhash,image_transfer,label_transfer
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/val/image35.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/val__image35.jpeg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/val__image35.txt,1,1,0,False,0075d3d8dac84900,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image280.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image280.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image280.txt,1,1,1,False,d89a3fa78d8c8c8f,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image281.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image281.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image281.txt,1,1,1,False,c64edb17c6a763d0,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image282.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image282.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image282.txt,1,1,1,False,473b6f4d0f9d9ec8,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image283.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image283.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image283.txt,1,1,1,False,992f3d6f0d9e9d9c,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image284.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image284.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image284.txt,1,1,1,False,8503171693cf8f8f,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image285.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image285.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image285.txt,1,1,1,False,fe3e2726978f8787,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image286.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image286.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image286.txt,1,1,1,False,820327a7260e1e3e,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image288.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image288.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image288.txt,1,1,1,False,9e4b12094f860e8c,hardlink,hardlink
reviewed_group_0001,train,100,/root/autodl-tmp/datasets/sources/construction-ppe_ultralytics_2025_v1/images/train/image289.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/images/all/train__image289.jpg,/root/autodl-tmp/datasets/derived/construction_ppe3_canonical_v1_20260804_172437/labels/all/train__image289.txt,1,1,1,False,9357270f1d1c9d88,hardlink,hardlink
